0,1,2,3,4,5,6,7,8,9,10,11
6.436,3.938,0.5690000000000001,0.5990000000000001,4.475999999999999,1.228,1.106,4.071,5.3999999999999995,5.503,5.388,4.696000000000001
4.531,9.598,5.413,1.341,1.6159999999999999,7.416999999999999,1.936,5.577999999999999,5.795,15.362000000000002,13.319,10.509
8.049,6.254,1.054,0.9299999999999999,5.023000000000001,2.241,0.783,2.646,8.951,9.905999999999999,7.686999999999999,6.361
2.5410000000000004,8.436,7.151999999999999,3.024,1.256,7.622,2.1109999999999998,5.7940000000000005,8.404,16.75,12.169,8.850999999999999
3.456,8.817,6.426,1.2600000000000002,1.169,7.558000000000001,1.5819999999999999,4.835,6.417000000000002,11.889000000000001,10.844999999999999,9.216
3.611,6.8020000000000005,4.627,2.315,1.807,5.667,3.3059999999999996,3.5050000000000003,3.9019999999999997,7.034,9.296,9.398
15.936,7.128000000000001,2.8489999999999998,1.591,14.318999999999999,2.1879999999999997,1.6980000000000002,3.279,5.289000000000001,9.453,14.186,14.223999999999998
5.876,2.599,0.8,0.904,5.027,0.6940000000000001,0.798,5.039,5.763000000000001,6.692000000000001,6.261000000000001,4.88
2.776,4.718,4.384,0.9919999999999999,1.001,4.1080000000000005,4.318,14.451000000000002,15.226999999999999,11.773999999999997,8.597999999999999,5.912
4.326,8.097,3.793,1.07,1.249,5.72,1.313,3.206,2.997,6.145999999999999,8.986,7.952
3.9979999999999998,6.433999999999999,2.681,1.224,1.59,4.553000000000001,1.9839999999999998,3.366,3.867,10.0,8.649000000000001,7.4879999999999995
4.507000000000001,6.302,1.868,0.548,1.3550000000000002,3.63,2.071,3.097,5.485999999999999,8.926,9.23,7.691000000000001
2.2529999999999997,4.621,3.7520000000000002,0.7929999999999999,0.8939999999999999,4.22,0.755,1.572,3.068,5.590999999999999,5.963,5.22
2.909,5.102,1.8939999999999997,0.881,0.518,3.3710000000000004,1.047,2.701,3.4119999999999995,5.967999999999999,5.832,5.124
3.619,8.032,4.659000000000001,1.8230000000000002,0.954,6.217,3.6679999999999997,7.114,9.818,9.949,8.592,7.716000000000001
1.381,5.712,5.758,2.089,0.9410000000000001,5.7330000000000005,2.314,5.7669999999999995,6.861,10.677999999999999,9.693999999999999,6.673000000000001
6.753,3.836,1.8309999999999997,2.478,4.311999999999999,1.8829999999999998,2.1149999999999998,3.936,4.018000000000001,5.912,7.694,8.383000000000001
7.6610000000000005,4.46,1.381,2.641,4.9190000000000005,1.5760000000000003,2.1470000000000002,3.2170000000000005,4.090999999999999,6.189,9.945,9.268
3.737,13.692,10.37,2.144,1.018,12.01,1.7850000000000001,9.142,8.306,15.824,15.889000000000001,13.056000000000003
6.705,4.2700000000000005,1.426,2.787,4.729,1.691,2.134,2.9090000000000007,3.567,5.868,7.3229999999999995,6.921000000000001
2.6279999999999997,6.324,4.3180000000000005,0.8629999999999999,0.4359999999999999,5.103,1.676,3.4779999999999998,8.35,8.131,6.03,5.652
4.486000000000001,2.1550000000000002,1.278,0.8570000000000001,3.2569999999999997,1.2,2.171,4.737,3.173,4.089,3.537,3.1799999999999997
7.256,6.52,2.134,3.275,6.420000000000002,3.217,1.937,2.9560000000000004,5.141,9.453,11.192999999999998,9.443
7.568,3.497,3.5260000000000002,2.098,6.4559999999999995,2.73,3.3449999999999998,6.9190000000000005,15.465000000000002,17.626,10.236999999999998,6.095
6.336,6.005999999999999,1.21,1.3920000000000001,3.309,2.886,3.9110000000000005,6.106,7.068,6.772999999999999,7.59,6.891
5.601999999999999,3.099,0.7779999999999998,2.602,4.106,1.019,1.143,3.099,3.015,5.061,8.285,6.638
6.383,2.896,1.7960000000000003,1.0,4.95,0.9440000000000001,3.093,5.354,5.095000000000001,5.817000000000001,5.966,5.7700000000000005
6.091,3.2809999999999997,0.929,2.68,4.797,0.9269999999999999,1.243,2.94,3.8609999999999998,5.534,8.738,9.345
1.9100000000000004,3.1140000000000003,1.044,2.028,0.6719999999999999,2.0860000000000003,1.194,6.475,8.402,5.502000000000001,3.157,2.528
8.436,10.533999999999999,2.3389999999999995,4.41,3.3899999999999997,6.339,1.923,9.137,7.809,13.884999999999998,24.494999999999997,19.458
3.0200000000000005,7.157,4.354,0.917,0.9710000000000001,6.159,0.7649999999999999,3.718,5.282,7.668,8.108,7.826
1.486,8.643999999999998,8.697000000000001,3.8200000000000003,0.677,8.622,3.072,6.366999999999999,13.020999999999999,9.279,6.566999999999999,4.648
3.898,7.517,3.92,1.476,0.8649999999999999,6.308,1.7019999999999997,4.171,7.792,8.700000000000001,7.959999999999999,7.194999999999999
8.356,5.5809999999999995,1.9029999999999998,2.923,6.646,1.3470000000000002,1.843,3.422,4.415,7.072,7.105,7.609000000000001
3.891,7.236000000000001,3.3230000000000004,2.008,0.761,5.259,1.704,5.045,8.743,14.069999999999999,10.200999999999999,6.778
6.376,4.44,0.919,1.2600000000000002,4.228,1.361,2.1,3.8100000000000005,6.75,7.932,8.101,6.002999999999999
6.79,6.752999999999999,1.278,0.9319999999999999,3.461,3.412,0.824,3.2019999999999995,2.984,6.699000000000001,8.21,8.239999999999998
1.42,2.7039999999999997,1.513,1.9689999999999999,0.873,2.069,2.172,3.199,4.498,4.223,3.4579999999999997,2.711
7.6770000000000005,3.107,1.1520000000000001,1.9060000000000001,5.449,0.7999999999999999,0.952,2.9130000000000003,3.2479999999999998,6.209,7.680999999999999,7.255
10.973,4.645,1.431,1.0060000000000002,8.83,1.557,4.383,10.081999999999999,9.269,10.468000000000002,10.219999999999999,8.437
1.914,3.5780000000000003,2.563,3.478,5.251,3.075,1.283,4.581,4.173,9.406,5.837000000000001,3.945
6.475,10.729000000000001,4.253,0.845,1.124,7.4879999999999995,1.4980000000000002,2.608,10.700000000000001,11.143999999999998,10.969999999999999,9.123
2.314,10.149,7.737,1.4319999999999997,0.712,8.543,4.009,7.186,9.549,10.701,8.876999999999999,7.245
4.314,3.887,0.505,2.097,2.401,1.829,1.17,3.1739999999999995,4.269,6.196000000000001,7.814,6.862
4.156000000000001,2.594,1.565,3.3209999999999997,2.8289999999999997,1.7260000000000002,2.095,1.235,1.667,4.843000000000001,5.767999999999999,5.178
4.9510000000000005,6.388,2.015,1.6260000000000001,1.947,4.114999999999999,1.258,4.168,10.722,11.228,7.9030000000000005,6.279999999999999
4.292,6.015000000000001,1.789,0.8200000000000001,2.315,3.4730000000000003,0.981,3.8600000000000003,8.055,12.302999999999999,9.732999999999999,6.966
5.322000000000001,8.448,2.8120000000000003,1.073,1.742,5.617,2.651,4.974,8.808,8.916,8.041,6.172000000000001
1.607,6.940999999999999,7.865,2.928,0.989,7.542999999999999,1.4829999999999999,4.771,10.398000000000001,8.767,5.792000000000001,3.6879999999999997
7.539000000000001,3.1069999999999998,2.8000000000000003,1.57,5.342,2.282,1.471,2.1710000000000003,1.93,3.192,2.603,2.76
10.539000000000001,13.427999999999999,4.927,1.8889999999999998,4.066,8.353,2.3949999999999996,5.059,6.169,10.55,12.602,12.784
5.760000000000001,6.062999999999999,2.651,1.615,3.2609999999999997,3.0989999999999998,1.6740000000000002,7.269,12.258999999999999,17.183,14.842000000000002,9.874
1.5419999999999998,6.687999999999999,5.4719999999999995,0.909,0.768,5.562,0.66,2.346,4.106999999999999,6.186999999999999,7.937,7.117999999999999
7.467999999999999,4.664000000000001,1.2120000000000002,0.98,4.778999999999999,1.6009999999999998,2.336,3.095,5.375,7.1930000000000005,7.432000000000001,5.9319999999999995
1.155,3.824,2.993,1.0330000000000001,0.6839999999999999,3.434,0.5940000000000001,1.9499999999999997,2.197,3.714,3.8259999999999996,3.2870000000000004
1.317,4.846,3.926,1.3900000000000001,0.7509999999999999,4.386000000000001,0.6479999999999999,2.833,2.357,4.458,5.460999999999999,4.226
6.515000000000001,8.599,3.416,1.8929999999999998,2.6689999999999996,5.79,5.022,6.563,6.979,9.999,13.331,12.983000000000002
2.074,6.520999999999999,6.009,1.04,0.867,6.665,1.371,4.574000000000001,4.827,7.599,8.254,6.1899999999999995
1.852,4.403,2.992,1.2890000000000001,0.586,4.147,2.167,2.342,3.9759999999999995,8.185,7.156999999999999,4.492
7.183,2.8630000000000004,1.377,0.9530000000000001,5.762,1.191,1.672,4.95,5.849,4.8,6.114,8.456
3.1780000000000004,6.429,3.419,1.3360000000000003,1.153,4.922,1.643,6.316,5.763,11.611,10.511999999999999,7.5329999999999995
4.435999999999999,5.42,1.2069999999999999,0.975,1.8479999999999999,3.237,1.597,3.5169999999999995,3.6999999999999997,5.1930000000000005,6.474,6.259
5.27,5.779000000000001,2.4730000000000003,1.6009999999999998,2.4280000000000004,3.1399999999999997,1.082,4.287,5.297,8.193,16.922,16.973
11.625,5.593999999999999,1.149,1.184,9.230999999999998,0.8929999999999999,1.167,7.456,7.952,9.606999999999998,11.971,12.096999999999998
3.1679999999999997,7.153,4.13,1.049,0.575,5.640000000000001,2.033,5.008,10.718000000000002,11.045000000000002,8.403,6.172000000000001
5.404999999999999,8.216,3.3709999999999996,1.359,1.149,5.682,1.416,4.495000000000001,8.365,10.952,10.047,8.828
2.959,14.384,11.925999999999998,1.792,0.8029999999999999,13.123000000000001,1.1219999999999999,4.75,3.9529999999999994,24.194000000000003,20.964000000000002,14.172
3.8189999999999995,1.379,0.9950000000000001,1.05,3.255,0.9640000000000001,1.4089999999999998,2.0140000000000002,1.812,2.153,2.2500000000000004,2.063
5.1259999999999994,10.622,5.5809999999999995,1.331,1.5810000000000002,8.1,2.692,4.625,10.588999999999999,11.461,10.822,9.041
1.553,6.518,5.902,1.084,1.9090000000000003,5.866,2.9890000000000003,5.59,8.58,7.313000000000001,6.345000000000001,5.1850000000000005
4.757,2.8430000000000004,0.817,0.799,3.448,0.491,1.8690000000000002,5.103,5.192,5.3660000000000005,5.94,6.589
1.562,8.197999999999999,7.638000000000001,0.8290000000000001,0.9550000000000001,7.8950000000000005,0.685,3.0570000000000004,4.804,8.785,17.086000000000002,14.135000000000002
7.382000000000001,1.891,1.89,1.708,7.117000000000001,1.15,1.008,7.417,21.624000000000002,24.084999999999997,17.978,9.83
3.8200000000000003,9.772000000000002,5.6979999999999995,1.463,0.8009999999999999,6.913,2.0,4.528,6.673,10.231,9.44,8.145
3.8709999999999996,8.631,5.44,1.3730000000000002,0.965,6.784999999999999,1.494,7.465999999999999,15.271,18.143,14.961000000000002,11.491
9.07,6.226999999999999,0.747,1.9149999999999998,6.416,1.46,1.828,2.392,4.721000000000001,7.67,10.034,10.495
3.9320000000000004,5.026,1.3269999999999997,1.072,1.4809999999999999,3.159,1.907,5.15,11.238,9.676,7.133,5.410999999999999
2.4739999999999998,4.38,2.632,0.7310000000000001,0.6859999999999999,3.3800000000000003,1.759,6.686000000000001,5.282,8.963,9.310000000000002,7.127
11.744,7.7010000000000005,2.008,1.643,7.904000000000001,2.04,1.593,7.444,6.873,11.225000000000001,14.134,14.436
3.724,5.479,2.15,1.202,1.543,3.573999999999999,1.8819999999999997,3.512,6.038,8.668,6.974000000000001,6.348000000000002
4.945,11.049,5.882999999999999,1.234,0.8690000000000002,8.637,1.8399999999999999,3.904,5.005,11.266999999999998,11.154000000000002,9.664
5.1450000000000005,6.207000000000002,1.251,1.06,2.476,3.635,1.2510000000000001,3.9589999999999996,4.41,7.986,11.728000000000002,12.1
1.8090000000000002,3.7969999999999997,1.9260000000000002,0.9530000000000001,0.7000000000000001,2.942,0.529,2.0679999999999996,4.5729999999999995,5.532000000000001,4.802,4.486
3.085,5.541,2.503,1.8209999999999997,0.888,3.946,1.237,2.5970000000000004,4.841,6.556,6.862,5.985
8.357000000000001,24.994999999999997,16.726000000000003,2.322,1.7750000000000001,20.858,6.100999999999999,9.562999999999999,42.31400000000001,39.528,30.771,20.018
1.752,6.829000000000001,5.463,1.415,0.709,6.091,1.479,2.5060000000000002,5.867,8.917,8.268,6.74
1.9640000000000002,7.9510000000000005,6.385,2.603,1.7670000000000001,7.181000000000001,2.706,4.997999999999999,3.9969999999999994,9.341000000000001,10.456000000000001,9.053
4.619000000000001,8.708,5.609,1.367,1.9589999999999996,5.458,2.082,4.081,4.491,13.068999999999999,13.424000000000001,12.865
5.037999999999999,9.315,4.41,0.872,0.7540000000000001,6.837000000000001,1.7580000000000002,4.743,10.998,14.937,15.487999999999998,11.998999999999997
6.887,10.519,6.524999999999999,1.2989999999999997,1.501,9.091999999999999,4.073,4.237,21.35,20.171999999999997,14.299,10.138000000000002
3.687,4.943,2.541,1.0570000000000002,1.397,3.1260000000000003,1.638,3.073,7.842,6.524,5.755,5.494999999999999
3.629,9.79,6.326999999999999,1.216,0.9219999999999999,8.046000000000001,1.7850000000000001,4.618,8.006,15.624,14.52,12.770000000000001
4.949,5.221,2.238,0.872,2.167,3.248,1.6969999999999998,4.671,9.191,10.152,7.827000000000001,5.616
7.055999999999999,8.427,2.496,1.218,2.52,5.523,3.6459999999999995,5.352,14.195999999999998,12.673999999999998,10.146999999999998,7.578
3.2589999999999995,15.974,13.610000000000001,1.691,1.2480000000000002,14.790999999999999,1.8600000000000003,7.874,20.442999999999998,19.351999999999997,15.423,13.012
3.3770000000000002,12.595,9.250000000000002,1.8519999999999999,0.8539999999999999,10.920000000000002,2.941,4.641,6.622,20.183000000000003,16.963,12.873
11.139000000000001,3.2280000000000006,1.975,1.001,9.97,1.334,1.6140000000000003,9.131,9.425,6.07,11.223,13.293999999999999
4.313000000000001,9.821,7.420999999999999,1.8550000000000002,2.013,9.062000000000001,1.0830000000000002,4.566999999999999,6.349,8.654,24.016000000000005,23.644
1.477,8.193,6.56,2.063,0.6839999999999998,7.731000000000001,1.042,4.752,6.559,8.032,8.379,6.846
3.772,3.7259999999999995,1.3270000000000004,1.626,2.6020000000000003,2.025,0.8089999999999999,2.705,2.945,4.8389999999999995,5.257,5.251000000000001
3.9000000000000004,6.7669999999999995,3.377,1.902,1.9500000000000002,5.5649999999999995,1.644,3.1239999999999997,3.751,9.46,9.16,7.859000000000001
6.599,7.141,1.676,1.07,2.908,3.941,2.166,3.404,6.158,13.435,14.311,11.339
2.6280000000000006,1.049,0.724,1.944,2.749,0.745,1.807,3.7479999999999998,4.541,6.117999999999999,6.352,3.96
3.6420000000000003,6.499999999999999,3.1370000000000005,1.2859999999999998,2.005,4.645,1.9039999999999997,2.9210000000000003,5.032,10.431999999999999,9.522,6.384
3.8359999999999994,8.587,4.761,1.831,1.0930000000000002,6.659000000000001,1.089,6.255000000000001,5.495,10.386999999999999,9.620999999999999,7.975
6.571999999999999,7.971,1.4979999999999998,2.652,2.712,4.684,0.8579999999999999,4.41,10.043999999999999,21.887999999999998,17.235,11.578
3.0149999999999997,3.115,0.617,1.33,1.565,1.7530000000000001,1.256,2.064,3.097,4.854,5.195,4.890000000000001
6.6850000000000005,9.219,3.504,2.096,1.8670000000000002,5.788,2.408,4.329,4.68,10.419,11.681,10.221000000000002
3.2689999999999997,4.558000000000001,2.202,1.51,1.358,3.0449999999999995,1.097,3.114,5.287,5.210999999999999,5.344,4.427
5.499,6.082,1.772,2.751,2.454999999999999,3.3470000000000004,3.0580000000000003,8.142,8.718,11.693999999999999,9.637,8.208
2.3379999999999996,3.928000000000001,1.7229999999999999,1.013,0.6819999999999999,2.743,0.851,3.1879999999999997,5.518,8.152000000000001,9.820999999999998,7.75
5.318,1.876,1.29,0.8109999999999999,4.524,1.2029999999999998,1.3359999999999999,4.433,4.282,8.05,7.784999999999999,5.512
9.277,6.1979999999999995,1.765,1.4140000000000001,6.797,2.516,3.568,4.58,8.676,12.942000000000002,12.517000000000001,10.354000000000001
3.2540000000000004,11.363,9.325000000000001,1.442,0.7979999999999999,10.277000000000001,2.4739999999999998,6.217,8.651,13.314,13.07,10.345
4.055,10.526,5.88,1.4949999999999999,0.613,6.976,1.587,4.192,11.047,11.145000000000001,9.449,7.859999999999999
2.7600000000000002,2.294,0.656,0.631,2.045,0.9790000000000001,1.0030000000000001,2.657,4.164,4.18,3.6290000000000004,2.7729999999999997
5.725,4.4719999999999995,1.121,0.957,3.3870000000000005,1.811,2.382,4.337,6.56,7.074,6.525,6.409
